CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
496,1,0,3.4339872044851463,0.0,2,1.0,0.0,93713.13
794,0,1,3.6109179126442243,0.0,2,1.0,0.0,68008.85
704,1,0,3.58351893845611,114370.41,1,0.0,1.0,66810.48
559,1,1,3.871201010907891,0.0,2,0.0,1.0,137961.41
507,1,0,3.7376696182833684,0.0,2,1.0,0.0,34777.23
794,1,0,3.4011973816621555,0.0,2,1.0,1.0,24113.91
602,0,0,3.4011973816621555,113672.18,2,0.0,0.0,102135.92
616,0,1,3.4657359027997265,0.0,2,1.0,1.0,43001.46
457,2,0,3.7376696182833684,126772.57,1,0.0,1.0,126106.4
655,0,0,3.6109179126442243,0.0,1,1.0,1.0,106040.97
726,0,0,3.4011973816621555,134152.29,1,1.0,1.0,147822.44
631,2,1,3.5263605246161616,125227.82,2,0.0,1.0,128247.03
732,0,0,3.9889840465642745,134249.7,1,0.0,1.0,13404.4
568,0,1,3.4657359027997265,169399.6,1,1.0,0.0,61936.22
751,0,0,3.6375861597263857,0.0,2,0.0,0.0,90839.61
663,2,0,3.7376696182833684,90248.79,1,1.0,1.0,79169.73
624,1,1,4.2626798770413155,170252.05,3,1.0,1.0,73679.59
652,0,1,3.7376696182833684,0.0,2,1.0,1.0,38152.01
786,1,0,3.4657359027997265,120452.4,2,0.0,0.0,79602.86
682,2,0,3.58351893845611,72373.62,2,1.0,0.0,36895.99
716,1,1,3.6888794541139363,0.0,2,0.0,1.0,167636.15
572,1,1,3.6375861597263857,0.0,2,1.0,1.0,133122.62
438,2,0,4.07753744390572,127197.14,1,1.0,0.0,51565.98
828,0,0,3.7376696182833684,0.0,1,1.0,1.0,186071.14
764,1,1,3.1780538303479458,106234.02,1,0.0,0.0,115676.38
850,1,0,3.4011973816621555,121535.18,1,0.0,0.0,40313.47
620,1,0,3.4657359027997265,0.0,2,1.0,1.0,34665.79
664,2,0,3.2188758248682006,172812.72,2,1.0,1.0,108008.65
682,2,1,3.6375861597263857,116520.28,1,1.0,1.0,49833.5
646,2,0,3.6635616461296463,121681.91,2,0.0,1.0,61793.47
599,1,0,3.912023005428146,121159.65,1,0.0,0.0,4033.39
794,0,1,3.828641396489095,134593.79,1,1.0,1.0,46386.37
819,2,1,3.8918202981106265,120656.86,4,0.0,0.0,166164.3
740,1,1,3.9318256327243257,0.0,2,1.0,1.0,178929.84
450,1,0,3.367295829986474,117199.8,1,1.0,1.0,43480.63
850,2,1,3.58351893845611,143644.16,1,1.0,0.0,22102.25
715,1,1,3.4339872044851463,112212.14,2,1.0,1.0,181600.72
656,2,1,3.1354942159291497,163549.63,1,0.0,1.0,21085.12
587,1,0,3.6635616461296463,0.0,2,1.0,1.0,170409.45
681,1,1,3.713572066704308,120549.29,2,1.0,0.0,175722.31
601,1,1,3.7612001156935624,0.0,3,0.0,1.0,110916.15
850,1,0,3.5553480614894135,162442.35,1,1.0,0.0,183566.78
577,1,1,3.828641396489095,0.0,1,1.0,1.0,158750.53
603,0,0,3.1780538303479458,165149.13,2,1.0,0.0,21858.28
728,1,1,3.5263605246161616,90425.15,2,1.0,1.0,11597.69
642,1,0,3.6888794541139363,109219.83,1,1.0,0.0,52827.51
850,2,0,3.58351893845611,102800.72,1,1.0,1.0,87352.43
743,1,0,3.4011973816621555,77599.23,1,0.0,0.0,144407.1
722,0,1,3.367295829986474,0.0,2,1.0,1.0,142033.07
590,1,1,4.0943445622221,147751.75,1,1.0,0.0,88206.04
602,1,0,3.5263605246161616,0.0,2,1.0,1.0,77414.45
429,1,0,3.1780538303479458,95741.75,1,1.0,0.0,46170.75
678,2,0,3.58351893845611,145747.67,2,0.0,1.0,89566.74
733,1,0,4.1588830833596715,0.0,2,1.0,1.0,75272.63
636,0,1,3.4965075614664802,0.0,1,1.0,0.0,92277.47
656,1,0,3.58351893845611,97786.08,2,0.0,1.0,21478.36
577,2,1,4.07753744390572,111396.97,1,0.0,1.0,191070.01
553,2,0,3.828641396489095,82291.1,1,1.0,0.0,112549.99
529,1,1,3.4339872044851463,152310.55,1,1.0,0.0,13054.25
807,0,1,3.7376696182833684,0.0,1,1.0,0.0,16500.66
493,1,0,3.58351893845611,0.0,2,1.0,1.0,65816.53
765,2,0,3.6109179126442243,102708.77,1,1.0,0.0,9087.81
483,1,1,3.4011973816621555,0.0,2,0.0,0.0,136356.97
559,0,1,3.6888794541139363,144470.77,1,1.0,1.0,18917.95
712,1,0,3.1354942159291497,0.0,2,0.0,1.0,66795.78
549,1,1,3.367295829986474,0.0,2,1.0,1.0,189558.44
487,1,1,3.970291913552122,89550.85,1,0.0,1.0,90076.85
738,1,0,3.4965075614664802,92676.3,1,1.0,0.0,105817.63
790,1,1,3.4965075614664802,135120.72,1,0.0,0.0,195204.99
590,1,0,3.7612001156935624,0.0,2,1.0,1.0,143628.31
583,1,0,3.4965075614664802,122531.86,1,1.0,0.0,13549.24
717,1,1,3.58351893845611,0.0,2,1.0,1.0,145551.6
608,1,0,4.07753744390572,0.0,1,1.0,0.0,70649.64
700,2,1,4.07753744390572,137648.41,1,1.0,0.0,142977.05
488,2,0,3.4657359027997265,114540.38,1,1.0,0.0,92568.07
609,1,0,3.258096538021482,0.0,2,1.0,0.0,98463.99
628,2,0,3.367295829986474,113146.98,2,0.0,1.0,124749.08
640,1,1,3.4339872044851463,138857.59,1,1.0,0.0,48640.77
689,1,1,4.060443010546419,0.0,2,0.0,1.0,49848.86
850,1,1,3.258096538021482,62610.96,2,0.0,1.0,179365.1
706,1,1,3.784189633918261,129605.99,1,0.0,0.0,69865.49
848,0,0,3.6888794541139363,110929.96,1,1.0,1.0,30876.84
740,1,0,3.4965075614664802,129574.98,1,1.0,1.0,123300.38
850,0,0,3.6635616461296463,133214.13,1,0.0,1.0,20769.88
617,1,0,3.5263605246161616,61687.33,2,1.0,0.0,105965.25
829,1,0,3.6375861597263857,0.0,2,1.0,0.0,30529.88
728,1,0,3.4965075614664802,129907.63,1,0.0,1.0,36083.96
524,2,1,3.4339872044851463,107818.63,1,1.0,0.0,199725.39
449,0,0,3.4657359027997265,155619.36,1,1.0,1.0,166692.03
624,2,1,3.871201010907891,122388.38,2,0.0,0.0,30020.09
556,1,0,3.6888794541139363,125909.85,1,1.0,1.0,95124.4
516,1,0,3.9318256327243257,120124.35,2,0.0,1.0,168773.54
622,1,1,3.4011973816621555,107879.04,1,0.0,1.0,196894.62
542,0,0,3.5263605246161616,108653.93,1,0.0,1.0,144725.14
449,0,1,3.4339872044851463,113693.0,1,0.0,0.0,82796.29
716,2,1,3.4011973816621555,205770.78,2,0.0,0.0,65464.66
527,0,0,3.332204510175204,128396.33,2,1.0,0.0,79919.97
606,2,1,3.295836866004329,172310.33,1,0.0,1.0,111448.92
638,2,0,3.295836866004329,135096.05,1,1.0,1.0,186523.72
415,1,0,3.4657359027997265,145807.59,1,1.0,1.0,3064.65
837,1,0,3.258096538021482,89900.24,2,1.0,0.0,175477.03
662,1,0,3.784189633918261,0.0,2,1.0,1.0,175314.87
684,1,0,3.4965075614664802,140700.61,1,1.0,0.0,103557.93
620,1,0,3.091042453358316,0.0,1,1.0,0.0,32589.45
670,1,0,3.2188758248682006,0.0,2,1.0,1.0,144723.38
705,0,1,3.1354942159291497,0.0,2,1.0,1.0,73131.73
636,0,1,3.4763048541489607,0.0,2,1.0,0.0,138555.46
850,2,0,3.8918202981106265,98649.55,1,1.0,0.0,119174.88
588,1,1,3.295836866004329,0.0,1,1.0,0.0,20066.38
697,1,1,3.7376696182833684,0.0,1,1.0,0.0,1262.83
683,1,0,3.8501476017100584,0.0,2,1.0,0.0,148989.15
790,2,1,3.5263605246161616,164011.48,1,1.0,0.0,199420.41
649,2,0,4.248495242049359,116854.71,2,0.0,1.0,107125.79
589,2,1,3.713572066704308,92618.62,1,1.0,1.0,101178.85
631,0,0,3.6375861597263857,0.0,2,1.0,0.0,181605.85
629,1,1,3.7612001156935624,0.0,2,1.0,1.0,41263.69
634,2,0,3.295836866004329,107027.52,1,1.0,0.0,173425.68
573,0,1,3.784189633918261,0.0,1,1.0,1.0,94862.93
542,1,0,3.6635616461296463,135096.77,1,1.0,1.0,14353.43
680,1,0,3.4965075614664802,108393.35,1,0.0,1.0,39057.67
651,1,0,3.784189633918261,0.0,3,1.0,0.0,102530.35
730,1,1,3.8501476017100584,0.0,1,1.0,0.0,33373.26
733,1,1,3.784189633918261,168165.84,1,0.0,1.0,197193.49
628,2,0,3.6635616461296463,115341.19,1,1.0,1.0,107674.3
574,1,1,3.6635616461296463,119013.86,1,1.0,0.0,103421.91
804,0,1,3.6375861597263857,124197.22,1,1.0,0.0,74692.06
634,0,1,3.713572066704308,0.0,2,1.0,1.0,164549.74
729,0,0,3.6109179126442243,0.0,2,1.0,0.0,100862.54
646,1,1,3.4011973816621555,0.0,2,1.0,0.0,13935.32
605,1,1,3.58351893845611,0.0,1,0.0,1.0,690.84
453,0,1,3.7376696182833684,0.0,3,1.0,0.0,83008.49
758,2,1,4.110873864173311,125397.21,1,1.0,0.0,182184.09
721,0,0,4.04305126783455,0.0,1,1.0,1.0,195940.96
498,1,1,3.4339872044851463,0.0,2,1.0,0.0,13892.57
544,1,1,3.4965075614664802,0.0,2,1.0,1.0,124113.04
478,1,1,3.912023005428146,0.0,1,0.0,1.0,93332.64
555,2,0,4.127134385045092,119817.33,1,0.0,1.0,43507.1
738,2,1,3.367295829986474,139106.19,1,1.0,0.0,141872.05
657,0,0,3.713572066704308,109402.13,1,1.0,1.0,66463.62
823,0,1,3.828641396489095,81576.75,1,1.0,1.0,28370.95
757,2,1,3.5263605246161616,129398.01,2,0.0,0.0,44965.44
581,2,1,3.258096538021482,105099.45,1,1.0,1.0,184520.0
579,0,1,3.6635616461296463,151963.26,2,1.0,0.0,158948.63
703,2,1,3.367295829986474,122084.63,1,0.0,1.0,82824.08
815,1,0,3.8066624897703196,0.0,1,0.0,1.0,52885.23
778,1,0,3.4965075614664802,0.0,2,1.0,0.0,85439.73
711,1,0,3.9512437185814275,0.0,1,1.0,1.0,159808.95
667,0,0,3.4339872044851463,0.0,2,1.0,1.0,20346.69
620,1,0,3.332204510175204,71902.52,1,0.0,1.0,190208.23
689,2,0,4.204692619390966,157094.78,1,1.0,1.0,99490.01
590,1,0,3.8501476017100584,0.0,2,1.0,0.0,171774.5
524,0,1,4.1588830833596715,0.0,1,1.0,0.0,136079.64
745,1,1,4.007333185232471,110123.59,1,0.0,1.0,51548.14
841,2,1,3.9512437185814275,112383.03,1,1.0,0.0,85516.37
849,1,0,3.5553480614894135,110837.73,1,0.0,0.0,126419.8
573,1,1,3.4011973816621555,0.0,2,1.0,0.0,66190.21
571,1,0,3.8918202981106265,180614.04,1,0.0,0.0,523.0
633,2,1,3.367295829986474,138577.34,1,1.0,0.0,193362.99
767,1,0,3.871201010907891,0.0,2,0.0,1.0,175458.21
707,1,0,3.6888794541139363,0.0,2,1.0,0.0,14090.4
580,2,0,3.5553480614894135,136281.41,2,1.0,1.0,24799.47
686,1,1,3.713572066704308,152105.57,2,0.0,1.0,132374.41
727,1,1,3.332204510175204,110997.76,1,1.0,0.0,101433.76
480,0,0,3.6635616461296463,121626.9,1,1.0,1.0,82438.13
626,0,0,3.367295829986474,0.0,2,1.0,0.0,49361.84
668,0,0,3.4657359027997265,134446.04,1,0.0,1.0,111241.37
667,1,0,3.7612001156935624,190227.46,1,1.0,0.0,97508.04
716,1,1,3.367295829986474,87946.39,1,1.0,1.0,182531.74
434,2,0,4.007333185232471,109339.17,2,1.0,0.0,96405.88
621,1,0,3.6888794541139363,163823.37,1,0.0,0.0,89519.47
756,2,1,3.5263605246161616,148200.72,1,0.0,0.0,194584.48
727,2,0,3.6635616461296463,80615.46,2,0.0,0.0,180962.32
670,0,0,3.4011973816621555,133446.34,1,0.0,0.0,3154.95
624,2,1,3.6888794541139363,149961.99,2,1.0,0.0,104610.86
555,1,0,3.9318256327243257,0.0,3,1.0,0.0,189122.89
733,1,0,3.4965075614664802,0.0,1,1.0,1.0,7666.73
658,2,1,4.007333185232471,119327.93,1,0.0,1.0,119439.66
634,1,1,3.58351893845611,69518.95,1,1.0,0.0,116238.39
758,1,1,3.6635616461296463,127357.76,1,0.0,1.0,56577.0
743,2,1,3.5263605246161616,131736.88,1,1.0,1.0,108543.21
576,2,1,4.2626798770413155,140273.47,1,1.0,1.0,193135.25
588,2,1,3.6109179126442243,70258.88,2,1.0,0.0,139607.61
697,0,0,3.4011973816621555,0.0,2,0.0,0.0,735.79
564,1,0,3.4339872044851463,0.0,2,1.0,0.0,53520.03
494,1,0,4.23410650459726,93320.8,1,1.0,1.0,24489.44
602,0,0,3.367295829986474,103907.28,1,1.0,0.0,161229.84
542,0,0,3.6109179126442243,0.0,1,1.0,1.0,807.06
639,1,1,4.0943445622221,162039.78,1,1.0,1.0,84361.72
731,1,1,3.713572066704308,152243.57,1,1.0,1.0,88783.59
453,2,1,3.332204510175204,139986.65,1,1.0,0.0,136846.75
543,1,0,4.1588830833596715,0.0,2,1.0,1.0,148305.82
647,0,0,3.8501476017100584,99835.17,1,0.0,1.0,89103.05
769,1,1,4.290459441148391,0.0,1,1.0,1.0,29792.11
605,1,1,3.4657359027997265,0.0,2,1.0,1.0,42135.28
623,1,0,3.044522437723423,0.0,2,0.0,1.0,135851.3
621,0,0,3.970291913552122,170491.84,1,1.0,0.0,35588.07
611,2,1,3.6888794541139363,128486.91,2,1.0,0.0,10109.47
640,1,0,4.143134726391533,68432.45,2,1.0,1.0,112503.24
492,1,0,3.367295829986474,144591.96,1,1.0,1.0,196293.76
695,2,1,3.970291913552122,95231.91,1,0.0,0.0,70140.8
629,0,0,3.713572066704308,150148.51,1,0.0,0.0,6936.27
608,2,0,3.1354942159291497,197715.93,2,1.0,1.0,116124.28
676,1,1,3.7612001156935624,0.0,1,1.0,1.0,55119.53
645,1,0,3.7376696182833684,0.0,1,0.0,0.0,149807.01
601,1,0,3.713572066704308,123971.16,1,0.0,1.0,172814.99
660,2,0,3.4339872044851463,125189.75,2,1.0,1.0,139874.43
635,0,0,3.912023005428146,159453.64,2,0.0,0.0,54560.79
539,1,0,3.6635616461296463,0.0,2,1.0,0.0,36692.17
850,0,0,3.6109179126442243,88141.1,1,1.0,0.0,109659.12
754,1,0,3.6109179126442243,0.0,1,1.0,1.0,116141.72
687,1,1,3.4339872044851463,0.0,2,0.0,1.0,145411.39
718,1,0,3.295836866004329,0.0,2,0.0,0.0,26229.24
684,2,0,3.5553480614894135,99967.76,1,1.0,1.0,176882.08
453,2,1,3.6375861597263857,120623.21,1,1.0,0.0,129697.99
666,1,0,3.9318256327243257,148222.65,1,0.0,0.0,156953.54
504,0,0,3.5263605246161616,54980.81,1,1.0,1.0,136909.88
688,0,1,3.5553480614894135,0.0,1,1.0,0.0,25488.43
803,0,1,3.8066624897703196,0.0,2,1.0,1.0,128378.04
601,2,0,3.871201010907891,163630.76,1,0.0,1.0,41816.49
676,1,0,2.995732273553991,80569.73,1,0.0,0.0,68621.98
668,0,0,3.5263605246161616,0.0,1,0.0,0.0,99984.86
505,2,0,3.7612001156935624,136855.94,2,1.0,0.0,171070.52
541,1,1,3.4657359027997265,0.0,1,1.0,1.0,114951.42
505,1,1,3.58351893845611,79951.9,1,0.0,1.0,174123.16
756,2,1,3.6635616461296463,149363.12,2,1.0,1.0,109098.39
649,0,1,3.6375861597263857,0.0,1,1.0,0.0,103760.53
562,1,0,3.58351893845611,0.0,2,1.0,0.0,32845.32
662,1,0,3.367295829986474,147092.65,1,1.0,0.0,10928.3
645,1,0,3.784189633918261,0.0,2,0.0,1.0,166707.22
717,1,0,3.6888794541139363,98241.04,1,1.0,0.0,110887.14
444,1,0,3.58351893845611,0.0,2,0.0,1.0,138743.86
706,0,1,3.828641396489095,127660.46,2,1.0,0.0,150156.82
680,1,0,3.4965075614664802,123082.08,1,1.0,0.0,134960.98
835,1,0,3.4657359027997265,124993.29,2,1.0,1.0,27548.06
703,1,1,3.713572066704308,109941.51,1,1.0,0.0,116267.28
570,1,0,3.4011973816621555,131406.56,1,1.0,1.0,47952.45
766,2,0,3.8501476017100584,129289.98,1,1.0,0.0,169935.46
586,1,1,3.6375861597263857,0.0,2,1.0,0.0,87168.46
659,1,1,3.6375861597263857,0.0,2,1.0,0.0,158553.1
522,2,1,3.2188758248682006,94049.92,2,1.0,0.0,103269.0
519,2,1,3.044522437723423,151701.45,3,1.0,1.0,170138.68
697,2,1,4.30406509320417,108071.36,2,1.0,1.0,16445.79
646,1,1,3.5263605246161616,131283.11,1,0.0,0.0,130500.65
778,2,1,3.6109179126442243,105617.73,2,1.0,1.0,133699.82
711,1,0,3.9318256327243257,0.0,3,1.0,0.0,38409.79
645,1,1,4.007333185232471,0.0,2,1.0,1.0,18369.33
639,2,0,3.6375861597263857,130170.82,1,1.0,1.0,149599.62
674,2,1,3.295836866004329,111568.01,1,0.0,1.0,22026.18
633,2,0,4.060443010546419,128137.42,2,1.0,0.0,147635.33
653,1,1,3.7612001156935624,0.0,2,1.0,1.0,7330.59
789,1,0,3.4339872044851463,175477.15,1,1.0,1.0,172832.9
655,0,1,3.58351893845611,135515.76,1,1.0,0.0,86013.96
675,1,1,3.5263605246161616,84944.58,1,0.0,0.0,146230.63
605,2,1,4.02535169073515,74129.18,2,1.0,1.0,62199.78
573,2,1,3.5553480614894135,206868.78,2,0.0,1.0,102986.15
505,0,1,3.8066624897703196,131355.3,3,1.0,0.0,195395.33
487,1,0,3.6109179126442243,0.0,2,1.0,1.0,126722.57
639,0,1,3.9889840465642745,0.0,2,1.0,1.0,53843.71
648,1,1,3.6375861597263857,0.0,2,0.0,1.0,9551.49
714,2,1,3.8918202981106265,140510.89,1,1.0,0.0,141914.94
569,1,1,3.5553480614894135,93934.63,1,1.0,0.0,184748.23
664,1,0,3.1780538303479458,0.0,1,0.0,1.0,35611.35
678,0,0,3.4011973816621555,0.0,1,1.0,0.0,35113.08
544,2,0,3.6109179126442243,79731.91,1,1.0,1.0,57558.95
447,1,1,3.4657359027997265,0.0,1,1.0,1.0,151815.76
618,1,1,3.6888794541139363,0.0,1,1.0,0.0,119059.13
787,1,0,3.4657359027997265,0.0,2,1.0,1.0,13238.93
611,2,0,3.4339872044851463,107884.81,2,1.0,1.0,183487.98
731,0,1,3.6109179126442243,128932.4,1,1.0,1.0,180712.52
530,1,0,3.2188758248682006,162560.32,1,1.0,0.0,64129.03
524,1,0,3.367295829986474,0.0,2,1.0,1.0,105448.74
730,1,1,3.713572066704308,167545.32,1,1.0,0.0,128246.81
578,1,0,3.6635616461296463,0.0,2,1.0,0.0,70563.9
526,2,0,4.110873864173311,133845.28,2,1.0,1.0,45180.8
531,1,0,3.784189633918261,0.0,2,1.0,1.0,34416.79
494,1,1,3.5553480614894135,112727.06,2,1.0,0.0,183752.91
666,1,1,3.295836866004329,0.0,2,0.0,0.0,88751.45
768,2,1,3.8501476017100584,104552.61,1,1.0,0.0,48137.08
637,2,0,3.8918202981106265,108204.52,1,1.0,0.0,169037.84
771,0,1,3.4965075614664802,0.0,2,1.0,0.0,8673.43
641,1,0,3.912023005428146,153590.73,2,1.0,1.0,130910.78
599,0,1,3.6635616461296463,0.0,1,1.0,0.0,194273.2
587,2,1,3.4657359027997265,125445.04,2,1.0,1.0,130514.78
845,1,0,3.4965075614664802,164385.53,1,1.0,0.0,150664.97
657,0,0,4.31748811353631,126273.95,1,0.0,1.0,91673.6
664,2,1,3.8918202981106265,127421.78,2,1.0,0.0,108876.75
850,2,0,4.007333185232471,98710.89,1,1.0,1.0,83617.17
659,1,1,3.912023005428146,0.0,1,1.0,0.0,183399.12
555,1,0,3.1780538303479458,0.0,2,1.0,0.0,27513.47
509,1,0,3.4339872044851463,0.0,2,1.0,0.0,15360.91
584,2,1,4.127134385045092,137727.34,2,0.0,1.0,121102.9
674,1,1,3.295836866004329,79144.34,1,0.0,1.0,50743.83
781,1,0,3.6375861597263857,117810.79,1,0.0,1.0,65632.33
642,1,0,3.258096538021482,138023.79,2,0.0,1.0,117060.2
492,2,1,3.9512437185814275,125396.24,1,1.0,0.0,10014.72
585,0,1,4.02535169073515,128472.8,1,1.0,0.0,186476.91
681,1,0,3.828641396489095,105969.42,1,1.0,0.0,5771.56
716,0,0,3.4965075614664802,0.0,2,1.0,1.0,92916.53
573,1,0,3.9512437185814275,0.0,2,0.0,1.0,178229.04
617,1,1,3.332204510175204,0.0,2,1.0,1.0,7597.83
526,1,0,3.58351893845611,0.0,1,1.0,0.0,160696.72
658,0,0,3.5553480614894135,71829.34,1,1.0,1.0,68141.92
579,0,0,3.7612001156935624,145843.82,1,1.0,1.0,198402.37
686,1,0,3.4657359027997265,0.0,2,1.0,1.0,179093.26
735,1,0,3.7612001156935624,127806.91,1,1.0,1.0,73069.59
658,1,0,3.4657359027997265,0.0,1,1.0,1.0,80410.68
647,2,1,3.713572066704308,85906.65,3,1.0,0.0,189159.97
664,0,0,3.5553480614894135,115024.5,1,0.0,1.0,169665.79
635,0,1,3.4657359027997265,0.0,2,1.0,1.0,19367.98
528,0,1,3.4657359027997265,68138.37,1,1.0,1.0,170309.19
684,0,0,4.02535169073515,78707.16,1,1.0,1.0,99398.36
740,2,1,3.6888794541139363,122295.17,2,1.0,1.0,30812.84
705,0,0,3.4965075614664802,68423.89,1,1.0,1.0,64872.55
676,1,0,3.6375861597263857,0.0,2,0.0,1.0,35644.79
777,2,1,3.828641396489095,107362.8,1,1.0,0.0,487.3
668,2,0,4.02535169073515,110993.79,1,1.0,0.0,134396.64
608,2,1,3.6888794541139363,96202.32,1,0.0,0.0,161154.85
654,1,1,3.6888794541139363,0.0,2,1.0,0.0,167889.1
622,1,0,3.4657359027997265,179305.09,1,1.0,1.0,149043.78
747,2,0,4.060443010546419,116313.57,1,1.0,1.0,190696.35
793,1,0,3.5553480614894135,0.0,2,1.0,1.0,79704.12
610,1,1,3.295836866004329,0.0,2,1.0,0.0,14546.76
688,0,0,3.4657359027997265,124179.3,1,1.0,1.0,138759.15
850,1,0,4.394449154672439,0.0,2,1.0,1.0,44827.47
678,2,1,3.9318256327243257,145751.03,1,0.0,0.0,109718.44
682,1,1,3.4011973816621555,0.0,2,1.0,1.0,195104.91
434,2,0,4.2626798770413155,119496.87,1,1.0,0.0,125848.88
568,0,1,3.258096538021482,0.0,2,0.0,0.0,166495.2
665,2,1,3.295836866004329,147435.96,1,0.0,0.0,187508.06
520,1,0,3.4011973816621555,143396.54,2,1.0,1.0,898.51
715,1,0,3.8066624897703196,0.0,2,1.0,1.0,55043.93
627,2,1,3.5553480614894135,137852.96,1,1.0,1.0,172269.21
600,1,0,3.367295829986474,0.0,2,0.0,1.0,34747.43
662,0,0,3.4965075614664802,0.0,2,0.0,1.0,68064.83
580,0,0,4.204692619390966,153946.14,1,1.0,1.0,7418.92
767,1,1,3.5553480614894135,115576.44,1,0.0,1.0,27922.45
643,1,1,3.9318256327243257,105229.53,1,1.0,0.0,34967.75
746,2,1,3.4965075614664802,107868.14,2,1.0,1.0,146192.4
637,1,0,4.0943445622221,0.0,2,1.0,1.0,70174.03
502,1,0,3.4965075614664802,0.0,2,0.0,1.0,4082.52
701,1,0,3.6635616461296463,0.0,2,1.0,1.0,82526.92
757,1,1,3.9318256327243257,0.0,1,1.0,1.0,22835.13
645,0,0,3.784189633918261,113755.78,2,1.0,0.0,149756.71
586,1,1,3.332204510175204,0.0,3,1.0,0.0,170487.4
699,0,0,3.7612001156935624,136487.86,2,1.0,0.0,82815.93
722,1,1,3.6375861597263857,0.0,2,0.0,1.0,167984.72
545,2,1,3.784189633918261,127536.44,1,1.0,0.0,108398.63
838,0,1,4.204692619390966,103267.8,1,1.0,1.0,78310.04
584,1,0,3.8501476017100584,0.0,2,1.0,0.0,89286.29
412,1,0,3.367295829986474,0.0,2,0.0,0.0,12510.53
751,1,1,3.6109179126442243,183613.66,2,0.0,0.0,49734.94
790,0,1,3.828641396489095,0.0,1,0.0,0.0,14679.81
457,1,1,3.4965075614664802,127837.54,1,0.0,1.0,60013.17
608,1,0,3.4339872044851463,79962.92,2,1.0,0.0,60901.72
521,0,1,3.5263605246161616,70731.07,1,1.0,1.0,20243.97
710,1,1,3.4339872044851463,0.0,2,1.0,1.0,112289.06
618,1,1,3.828641396489095,150213.71,1,1.0,0.0,120668.46
661,2,1,3.4657359027997265,145980.23,1,0.0,1.0,56636.28
850,0,1,4.04305126783455,126776.3,2,1.0,1.0,132298.49
768,1,0,3.2188758248682006,78396.08,1,1.0,1.0,8316.19
641,1,1,3.6888794541139363,0.0,1,0.0,0.0,151648.66
684,0,0,3.6888794541139363,70291.02,1,1.0,1.0,115468.84
599,2,0,3.6375861597263857,89111.63,1,0.0,0.0,157239.6
596,1,0,3.7376696182833684,0.0,2,1.0,1.0,121568.37
590,0,1,3.1354942159291497,0.0,2,1.0,0.0,196789.9
573,1,0,3.5553480614894135,0.0,2,1.0,0.0,11743.89
520,1,0,3.5553480614894135,105387.89,1,1.0,1.0,25059.06
805,2,1,3.258096538021482,42712.87,2,1.0,1.0,28861.69
712,0,0,3.9512437185814275,0.0,1,1.0,1.0,117977.45
653,1,1,3.6375861597263857,102133.38,1,1.0,1.0,166520.96
718,2,0,3.332204510175204,65643.3,1,1.0,0.0,28760.99
711,1,1,3.6635616461296463,152462.79,1,1.0,0.0,90305.97
608,1,1,3.4965075614664802,0.0,1,1.0,0.0,79304.38
809,1,0,3.7612001156935624,0.0,2,1.0,1.0,132908.07
771,0,0,3.8066624897703196,139825.56,1,0.0,0.0,170984.97
595,0,1,3.1354942159291497,101126.66,2,0.0,0.0,37042.8
601,1,0,3.6888794541139363,98627.13,2,0.0,0.0,77977.69
817,2,1,3.828641396489095,89087.89,1,0.0,1.0,87941.85
717,2,1,3.4965075614664802,102185.42,2,1.0,0.0,23231.93
693,1,0,4.219507705176107,97705.99,1,1.0,1.0,61569.07
598,2,0,2.9444389791664403,150348.37,1,1.0,1.0,173784.04
632,1,1,3.5263605246161616,0.0,2,0.0,0.0,165385.55
571,1,1,3.6375861597263857,107193.82,2,0.0,0.0,38962.94
733,2,0,3.6888794541139363,125725.02,2,1.0,1.0,50783.1
581,2,1,3.9889840465642745,152508.99,1,1.0,0.0,187597.98
565,1,0,3.8918202981106265,0.0,2,1.0,1.0,89609.26
576,1,0,4.007333185232471,0.0,2,1.0,1.0,94450.97
608,1,1,4.02535169073515,129255.2,2,1.0,0.0,142492.04
712,1,1,3.4657359027997265,0.0,2,1.0,0.0,1703.58
551,2,0,3.912023005428146,121399.98,1,0.0,1.0,84508.44
470,0,1,3.4339872044851463,101675.22,2,1.0,0.0,45033.75
616,1,0,3.4339872044851463,0.0,2,1.0,1.0,54706.75
615,1,0,3.5263605246161616,83503.11,2,1.0,1.0,73124.53
639,0,0,3.332204510175204,0.0,2,1.0,0.0,126561.07
729,0,1,3.7376696182833684,0.0,2,1.0,1.0,149535.97
547,2,0,3.713572066704308,151191.31,1,1.0,0.0,175295.89
648,2,1,3.7376696182833684,121980.56,2,1.0,0.0,4027.02
630,0,0,3.258096538021482,0.0,2,1.0,1.0,6656.64
503,0,1,3.58351893845611,0.0,2,1.0,1.0,16274.67
838,1,1,3.5263605246161616,0.0,2,1.0,0.0,27472.07
537,0,0,3.7376696182833684,190569.23,1,0.0,1.0,127154.8
539,1,1,3.8501476017100584,127286.04,2,1.0,1.0,166929.43
691,1,1,4.0943445622221,101070.69,1,1.0,0.0,177355.8
642,1,1,3.6888794541139363,0.0,2,1.0,0.0,10712.82
584,1,1,4.189654742026425,0.0,1,1.0,0.0,49553.38
708,2,0,3.4657359027997265,151691.44,2,1.0,1.0,172810.51
704,1,0,3.1780538303479458,148197.15,2,1.0,0.0,182775.08
