CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
725,France,Male,26.0,6,98684.15,1,0.0,0.0,133720.57,0
802,Spain,Male,38.0,7,0.0,2,0.0,1.0,57764.65,0
789,Germany,Male,39.0,7,124828.46,2,1.0,1.0,124411.08,0
731,France,Male,43.0,2,0.0,1,1.0,1.0,170034.95,1
707,France,Female,55.0,1,0.0,2,0.0,1.0,54409.48,0
816,Germany,Female,25.0,2,150355.35,2,1.0,1.0,35770.84,0
611,France,Male,27.0,7,0.0,2,1.0,1.0,157474.1,0
703,France,Male,44.0,6,98862.54,1,1.0,0.0,151516.7,0
470,France,Female,25.0,8,127974.06,2,1.0,1.0,183259.35,0
703,France,Male,28.0,2,81173.83,2,0.0,1.0,162812.16,0
797,France,Male,24.0,5,0.0,2,1.0,0.0,182257.61,0
714,Germany,Female,49.0,4,93059.34,1,1.0,0.0,7571.51,1
662,Germany,Male,33.0,0,103471.52,1,1.0,1.0,162703.0,0
806,Germany,Male,30.0,8,168078.83,1,1.0,0.0,85028.36,1
717,France,Male,35.0,4,0.0,1,1.0,1.0,167573.06,0
850,France,Female,30.0,3,0.0,2,1.0,0.0,116692.8,0
725,Germany,Male,40.0,8,104149.66,1,1.0,0.0,62027.9,0
632,France,Male,44.0,3,107764.75,1,1.0,0.0,185667.72,0
654,France,Male,32.0,9,121455.65,1,1.0,0.0,190068.53,1
599,Spain,Male,42.0,6,0.0,2,1.0,0.0,113868.4,0
545,Germany,Female,60.0,7,128981.07,1,0.0,1.0,176924.21,1
555,France,Male,30.0,1,0.0,2,0.0,0.0,88146.86,0
444,France,Male,34.0,2,144318.97,1,1.0,0.0,112668.06,0
678,Germany,Female,37.0,8,149000.91,2,1.0,1.0,21472.42,0
583,Germany,Male,27.0,4,105907.42,2,1.0,1.0,195732.04,0
771,Spain,Female,47.0,3,72664.0,2,1.0,1.0,107874.39,0
677,Germany,Male,34.0,3,126729.41,1,1.0,1.0,26106.39,1
756,Germany,Female,26.0,5,155143.52,1,0.0,1.0,135034.57,1
669,Germany,Female,35.0,4,108269.2,2,1.0,0.0,174969.92,0
742,France,Female,28.0,2,191864.51,1,1.0,0.0,108457.99,1
716,France,Female,44.0,1,0.0,1,1.0,1.0,152108.47,0
569,France,Male,35.0,10,124525.52,1,1.0,1.0,193793.78,0
711,Germany,Male,34.0,4,133467.77,2,1.0,1.0,42976.64,0
624,France,Female,45.0,3,68639.57,1,1.0,0.0,168002.31,1
714,France,Female,26.0,9,89928.99,1,1.0,0.0,46203.31,0
563,Spain,Male,32.0,6,0.0,2,1.0,1.0,19720.08,0
799,France,Female,30.0,9,0.0,2,1.0,0.0,136827.96,0
618,France,Female,31.0,4,0.0,2,1.0,0.0,29176.04,0
636,Germany,Male,36.0,6,96643.32,1,0.0,0.0,182059.28,0
507,France,Female,29.0,4,89349.47,2,0.0,0.0,180626.68,0
846,France,Female,41.0,5,0.0,3,1.0,0.0,3440.47,1
850,France,Female,42.0,9,113311.11,1,1.0,1.0,198193.75,0
720,Germany,Female,57.0,1,162082.31,4,0.0,0.0,27145.73,1
626,France,Male,21.0,1,0.0,2,1.0,0.0,66232.23,0
590,France,Female,54.0,4,0.0,2,1.0,1.0,93820.49,1
631,France,Female,22.0,3,0.0,2,0.0,0.0,30781.77,0
634,France,Female,24.0,2,87413.19,1,1.0,0.0,63340.65,0
689,Spain,Female,38.0,6,121021.05,1,1.0,1.0,12182.15,0
757,Germany,Female,34.0,9,101861.36,2,0.0,0.0,187011.96,0
758,France,Male,35.0,7,0.0,2,1.0,0.0,77951.84,0
774,France,Female,32.0,4,0.0,2,0.0,0.0,114899.13,0
743,Spain,Male,45.0,7,157332.26,1,1.0,0.0,125424.42,0
501,France,Male,40.0,4,125832.2,1,1.0,1.0,100433.83,0
646,France,Female,46.0,4,0.0,3,1.0,0.0,93251.42,1
748,Germany,Female,31.0,1,99557.94,1,1.0,0.0,199255.32,0
813,Germany,Male,30.0,1,116416.94,1,0.0,1.0,85808.22,0
683,France,Male,25.0,4,0.0,2,1.0,0.0,152698.24,0
594,France,Female,31.0,0,79340.95,1,1.0,0.0,78255.86,0
730,France,Female,27.0,7,0.0,2,1.0,0.0,144099.48,0
464,France,Male,38.0,3,116439.65,1,1.0,0.0,75574.48,0
494,Germany,Male,37.0,5,107106.33,2,1.0,0.0,172063.09,0
549,Germany,Female,49.0,6,124829.16,1,0.0,1.0,93551.36,0
694,France,Female,22.0,4,0.0,2,1.0,1.0,11525.72,0
613,Germany,Female,30.0,5,131563.88,2,1.0,0.0,170638.98,0
633,France,Female,44.0,7,0.0,2,1.0,0.0,29761.29,0
631,Spain,Female,31.0,2,88161.85,2,1.0,0.0,127630.88,0
644,France,Male,33.0,8,0.0,2,1.0,1.0,155294.17,0
606,Germany,Male,39.0,8,136000.45,2,1.0,0.0,31708.53,0
662,France,Female,39.0,5,138106.75,1,0.0,0.0,19596.73,0
553,Germany,Male,53.0,5,127997.83,1,1.0,0.0,165378.66,1
564,Germany,Female,62.0,5,114931.35,3,0.0,1.0,18260.98,1
613,Germany,Female,43.0,10,120481.69,1,0.0,0.0,94875.03,1
775,France,Male,30.0,4,0.0,2,1.0,0.0,49337.84,0
583,France,Female,42.0,4,0.0,2,1.0,0.0,17439.66,0
658,France,Female,40.0,7,140596.95,1,0.0,1.0,135459.02,1
744,France,Female,38.0,9,0.0,2,0.0,0.0,20940.76,0
712,Germany,Male,37.0,7,93978.96,2,1.0,0.0,60651.77,0
589,France,Male,36.0,8,114435.47,1,1.0,0.0,26955.72,0
702,Germany,Male,36.0,9,90560.48,2,1.0,0.0,174268.87,0
707,France,Male,30.0,8,0.0,2,1.0,0.0,33159.37,0
661,France,Male,33.0,9,0.0,2,1.0,1.0,84174.81,0
637,Germany,Female,39.0,3,109698.41,1,1.0,1.0,88391.29,1
694,Spain,Female,35.0,7,0.0,1,1.0,0.0,133570.43,1
667,France,Male,34.0,5,0.0,2,1.0,1.0,102908.63,0
439,Spain,Male,52.0,3,96196.24,4,1.0,0.0,198874.52,1
791,Germany,Female,42.0,10,113657.41,2,0.0,1.0,139946.68,1
735,France,Male,55.0,6,134140.68,1,1.0,0.0,2267.88,0
607,Spain,Male,40.0,1,112544.45,1,1.0,1.0,19842.22,0
705,France,Female,35.0,3,0.0,2,0.0,1.0,66331.01,0
743,France,Male,43.0,5,0.0,2,0.0,0.0,113079.19,1
701,France,Male,30.0,3,156660.72,2,1.0,0.0,45742.42,0
712,Germany,Male,53.0,6,134729.99,2,1.0,1.0,132702.64,0
516,Germany,Female,33.0,10,138847.9,1,1.0,1.0,127256.7,0
707,France,Male,33.0,2,0.0,2,0.0,0.0,130866.95,0
546,Germany,Female,42.0,9,86351.85,2,1.0,0.0,57380.13,0
419,Spain,Female,27.0,2,121580.42,1,0.0,1.0,134720.51,0
585,Spain,Female,44.0,4,0.0,2,0.0,1.0,101728.46,0
649,France,Male,46.0,5,0.0,2,1.0,1.0,76946.6,0
671,France,Male,45.0,2,106376.85,1,0.0,1.0,158264.62,0
493,France,Female,31.0,3,0.0,1,1.0,1.0,176570.28,1
644,France,Male,37.0,2,186347.97,2,1.0,0.0,92809.73,0
542,France,Male,67.0,10,129431.36,1,0.0,1.0,21343.74,0
594,France,Male,35.0,2,0.0,2,1.0,0.0,103480.69,0
795,France,Male,32.0,2,117265.21,1,1.0,1.0,198317.23,0
478,France,Female,32.0,6,71187.24,1,1.0,1.0,110593.62,0
612,Germany,Male,44.0,2,115163.38,1,1.0,1.0,97677.52,1
711,France,Female,21.0,0,82844.33,2,0.0,1.0,1408.68,0
669,France,Male,26.0,4,0.0,2,1.0,1.0,197594.34,0
578,France,Male,45.0,1,148600.91,1,1.0,0.0,143397.14,1
639,France,Female,27.0,2,0.0,2,0.0,0.0,125244.18,0
695,France,Female,42.0,7,121453.63,1,0.0,0.0,46374.64,0
725,France,Male,41.0,7,113980.21,1,1.0,1.0,116704.25,0
678,France,Male,43.0,5,102338.19,1,1.0,1.0,79649.62,0
543,France,Female,34.0,8,0.0,2,0.0,1.0,145601.8,0
659,Spain,Female,38.0,9,0.0,2,1.0,1.0,35701.06,0
834,France,Female,28.0,6,0.0,1,1.0,0.0,74287.53,0
543,Spain,Male,41.0,5,0.0,2,0.0,1.0,143980.29,0
825,France,Female,36.0,3,146053.66,1,1.0,1.0,138344.7,0
777,France,Male,36.0,7,0.0,1,1.0,0.0,106472.34,0
655,Spain,Female,35.0,1,82231.51,2,1.0,0.0,88798.02,0
681,France,Male,36.0,5,141952.07,1,1.0,1.0,185144.08,0
744,Germany,Female,50.0,1,121498.11,2,0.0,1.0,106061.47,1
578,Germany,Female,38.0,4,113150.44,2,1.0,0.0,176712.59,1
528,France,Female,36.0,1,156948.41,1,1.0,1.0,149912.28,1
567,Spain,Female,41.0,1,0.0,2,1.0,0.0,3414.72,0
756,Germany,Female,60.0,3,115924.89,1,1.0,0.0,93524.19,1
665,France,Female,40.0,6,0.0,1,1.0,1.0,161848.03,0
743,Germany,Male,59.0,5,108585.35,1,1.0,1.0,192127.22,1
684,Germany,Male,18.0,9,90544.0,1,0.0,1.0,4777.23,0
534,France,Male,36.0,4,120037.96,1,1.0,0.0,36275.94,0
606,France,Male,40.0,5,0.0,2,1.0,1.0,70899.27,0
778,Germany,Female,48.0,3,102290.56,2,1.0,0.0,182691.31,0
602,France,Female,56.0,3,115895.22,3,1.0,0.0,4176.17,1
758,Spain,Male,35.0,5,0.0,2,1.0,0.0,95009.6,0
593,France,Female,33.0,0,95927.04,1,1.0,0.0,199478.05,0
498,France,Male,34.0,2,0.0,2,1.0,1.0,148528.24,0
648,Germany,Female,37.0,7,138503.51,2,1.0,0.0,57215.85,0
707,France,Female,44.0,6,0.0,2,1.0,1.0,192542.17,0
590,Spain,Male,30.0,3,0.0,2,1.0,0.0,83090.35,0
712,France,Female,27.0,2,133009.51,1,1.0,0.0,126809.15,0
668,Spain,Male,25.0,8,0.0,2,1.0,1.0,135112.09,0
574,Germany,Female,43.0,3,141349.43,1,1.0,1.0,100187.43,0
589,France,Male,34.0,6,0.0,2,1.0,1.0,177896.92,0
445,France,Female,30.0,3,0.0,2,1.0,1.0,127939.19,0
670,Germany,Male,31.0,1,142631.54,2,1.0,1.0,175894.24,0
850,France,Female,33.0,7,118004.26,1,1.0,0.0,183983.82,0
752,Germany,Female,38.0,10,101648.5,2,1.0,0.0,172001.44,0
613,France,Male,20.0,3,0.0,2,1.0,1.0,149613.77,0
726,Spain,Female,27.0,7,123826.07,1,0.0,1.0,78970.58,0
738,Spain,Male,31.0,9,79019.8,1,1.0,1.0,18606.23,0
638,France,Male,34.0,6,114543.27,1,1.0,1.0,97755.29,0
640,Spain,Female,46.0,3,0.0,1,1.0,1.0,156260.08,0
509,Germany,Female,29.0,0,107712.57,2,1.0,1.0,92898.17,0
649,Spain,Male,51.0,4,0.0,1,1.0,1.0,150390.57,0
484,Spain,Male,36.0,8,0.0,2,1.0,0.0,186136.48,0
686,Spain,Male,38.0,7,111484.88,1,1.0,1.0,76076.2,0
652,Spain,Male,71.0,4,0.0,1,1.0,1.0,120107.1,0
724,France,Male,30.0,10,0.0,2,1.0,1.0,54265.55,0
748,France,Female,39.0,3,157371.54,1,0.0,1.0,97734.3,0
632,Germany,Female,35.0,2,150561.03,2,0.0,0.0,64722.61,0
539,France,Male,38.0,5,0.0,2,1.0,0.0,47388.41,0
768,France,Male,42.0,5,0.0,3,0.0,0.0,60686.4,0
732,France,Female,36.0,9,0.0,1,0.0,0.0,3749.0,1
614,France,Male,49.0,1,0.0,2,1.0,0.0,192440.54,0
504,Germany,Female,43.0,7,102365.49,1,1.0,0.0,194690.77,1
546,France,Male,29.0,5,0.0,1,1.0,1.0,94823.95,0
619,Spain,Female,31.0,3,141751.82,1,0.0,1.0,61531.86,0
693,Spain,Female,45.0,4,0.0,2,1.0,1.0,26589.56,0
663,Germany,Female,36.0,6,77253.5,1,0.0,0.0,35817.97,1
602,Germany,Female,48.0,7,76595.08,2,0.0,0.0,127095.14,0
719,Spain,Male,39.0,5,0.0,2,1.0,0.0,145759.7,0
731,Spain,Male,25.0,8,96950.21,1,1.0,0.0,97877.92,0
693,Spain,Female,34.0,10,107556.06,2,0.0,0.0,154631.35,0
724,Germany,Male,33.0,4,88046.88,1,0.0,1.0,186942.49,1
601,France,Male,29.0,9,0.0,1,1.0,1.0,80393.27,0
636,Germany,Female,31.0,9,80844.69,2,1.0,1.0,74641.9,0
613,France,Female,21.0,7,105627.95,1,1.0,1.0,36560.51,0
758,Germany,Male,68.0,6,112595.85,1,1.0,0.0,35865.44,1
499,France,Female,28.0,4,141792.61,1,1.0,1.0,22001.91,0
756,Germany,Male,32.0,0,109528.16,2,1.0,1.0,56176.31,0
564,Germany,Male,41.0,9,103522.75,2,1.0,1.0,34338.21,0
605,France,Female,62.0,4,111065.93,2,0.0,1.0,125660.99,0
577,Spain,Female,33.0,6,0.0,2,1.0,0.0,57975.8,0
670,France,Male,68.0,4,0.0,2,1.0,1.0,11426.7,0
814,Germany,Male,44.0,8,95488.82,2,0.0,0.0,107013.59,0
622,France,Male,38.0,5,0.0,2,0.0,0.0,105295.77,0
644,France,Female,24.0,8,92760.55,1,1.0,0.0,35896.75,0
660,France,Female,40.0,8,167181.01,1,1.0,1.0,185156.94,0
703,Germany,Female,38.0,9,99167.54,1,1.0,0.0,65720.92,0
850,France,Male,31.0,4,0.0,2,0.0,0.0,152298.28,0
657,Spain,Male,36.0,8,0.0,2,0.0,1.0,123866.43,0
677,Spain,Female,34.0,10,171671.9,1,1.0,1.0,50777.77,0
689,Germany,Male,45.0,0,130170.82,2,1.0,0.0,150856.38,0
745,Germany,Female,28.0,1,111071.36,1,1.0,0.0,73275.96,1
616,Germany,Female,28.0,10,105173.99,1,0.0,1.0,29835.37,1
645,Germany,Male,47.0,9,152076.93,1,1.0,0.0,121840.2,1
666,France,Female,31.0,2,79589.43,1,0.0,0.0,4050.57,0
571,France,Male,40.0,5,0.0,2,0.0,0.0,72849.29,0
545,Germany,Female,37.0,8,114754.08,1,1.0,0.0,136050.44,1
544,Spain,Male,22.0,3,66483.32,1,0.0,1.0,110317.39,0
444,France,Female,45.0,4,0.0,2,1.0,0.0,161653.5,1
736,France,Female,42.0,7,117280.23,3,0.0,0.0,41921.06,1
565,France,Female,38.0,5,126645.13,1,1.0,1.0,168303.55,0
594,France,Male,35.0,2,133853.27,1,1.0,1.0,65361.66,0
567,Germany,Male,29.0,5,129750.68,1,1.0,0.0,109257.59,0
709,France,Male,32.0,4,147307.91,1,0.0,1.0,40861.55,0
616,France,Female,31.0,3,136789.14,1,1.0,0.0,59346.4,1
676,Spain,Female,64.0,4,116954.32,1,1.0,1.0,91149.48,0
690,Germany,Male,44.0,9,100368.63,2,0.0,0.0,35342.33,0
791,France,Female,31.0,10,75499.24,1,1.0,0.0,22184.14,0
416,Germany,Female,25.0,0,97738.97,2,1.0,1.0,160523.33,0
592,France,Female,34.0,9,0.0,2,1.0,1.0,20460.2,0
657,Germany,Male,30.0,1,139762.13,2,1.0,1.0,23317.88,0
567,France,Male,42.0,2,0.0,2,1.0,1.0,167984.61,0
701,France,Male,33.0,9,147510.34,1,1.0,0.0,190611.92,0
593,Spain,Female,46.0,2,76597.79,1,1.0,1.0,54453.72,0
784,Spain,Male,38.0,10,122267.85,1,0.0,0.0,145759.93,0
727,Germany,Male,59.0,5,152581.06,1,1.0,0.0,71830.1,1
684,Spain,Female,41.0,7,0.0,1,1.0,1.0,138394.37,0
554,France,Male,40.0,4,0.0,1,0.0,1.0,168780.04,0
734,France,Male,45.0,2,0.0,2,1.0,0.0,99593.28,0
748,Germany,Male,45.0,2,119852.01,1,0.0,0.0,73853.94,1
660,Germany,Male,24.0,5,85089.3,1,1.0,1.0,71638.0,0
675,Spain,Male,36.0,9,106190.55,1,0.0,1.0,22994.32,0
482,France,Female,35.0,5,147813.05,2,0.0,0.0,109029.72,0
639,France,Female,42.0,4,0.0,2,0.0,0.0,167682.37,0
520,Spain,Female,35.0,4,115680.81,1,1.0,1.0,90280.7,0
640,France,Male,33.0,7,154575.76,1,1.0,0.0,25722.28,1
732,France,Male,79.0,10,61811.23,1,1.0,1.0,104222.8,0
460,Germany,Male,46.0,4,127559.97,2,1.0,1.0,126952.5,0
709,France,Female,30.0,5,0.0,2,0.0,1.0,161388.22,0
525,Spain,Male,33.0,5,0.0,2,1.0,0.0,161002.29,0
630,Germany,Female,51.0,0,108449.23,3,0.0,0.0,88372.69,1
712,France,Female,29.0,8,140170.61,1,1.0,1.0,38170.04,0
777,France,Female,30.0,4,0.0,2,0.0,1.0,115611.97,0
660,Spain,Male,38.0,6,109869.32,1,1.0,1.0,154641.91,0
792,France,Female,42.0,2,0.0,2,1.0,0.0,92664.09,0
529,Spain,Female,39.0,2,82766.43,1,1.0,1.0,122925.44,0
593,Spain,Male,32.0,10,158537.42,1,1.0,0.0,166850.57,0
536,Germany,Female,44.0,4,121898.82,1,0.0,0.0,131007.18,0
625,France,Female,39.0,3,130786.92,1,0.0,1.0,121316.07,0
590,France,Female,32.0,0,127763.24,1,1.0,0.0,100717.54,0
565,Germany,Female,38.0,2,158651.29,2,1.0,1.0,179445.28,0
782,France,Female,35.0,4,0.0,1,1.0,1.0,119565.34,0
565,Germany,Female,32.0,9,68067.24,1,1.0,0.0,143287.58,0
478,Spain,Male,48.0,0,83287.05,2,0.0,1.0,44147.95,1
613,France,Female,29.0,6,185709.28,2,1.0,1.0,77242.19,0
635,France,Female,47.0,2,125724.95,2,1.0,0.0,63236.97,0
410,France,Male,33.0,6,125789.69,1,0.0,0.0,66333.56,1
762,France,Female,51.0,3,99286.98,1,0.0,1.0,85578.63,0
624,Germany,Female,52.0,0,133723.43,1,0.0,0.0,4859.59,1
608,Spain,Female,41.0,1,83807.86,1,0.0,1.0,112542.58,0
578,France,Female,40.0,7,0.0,2,0.0,0.0,102233.73,0
587,Spain,Female,35.0,3,83286.56,1,1.0,0.0,125553.52,0
833,France,Female,34.0,3,144751.81,1,0.0,0.0,166472.81,0
744,Spain,Male,44.0,5,120654.68,1,1.0,0.0,82290.81,0
694,France,Male,60.0,9,0.0,1,1.0,1.0,57088.97,0
703,Germany,Female,26.0,1,97331.19,1,1.0,0.0,63717.49,0
678,Germany,Male,83.0,6,123356.63,1,0.0,1.0,92934.41,0
651,France,Female,65.0,0,0.0,2,1.0,1.0,190454.04,0
573,France,Female,37.0,6,0.0,2,1.0,0.0,193995.37,0
725,France,Male,31.0,8,0.0,2,1.0,1.0,59650.42,0
538,France,Female,38.0,8,88758.95,2,0.0,0.0,28226.15,1
619,Germany,Female,28.0,6,99152.73,2,1.0,0.0,48475.12,0
762,France,Male,35.0,9,0.0,2,1.0,1.0,43075.7,0
698,France,Male,27.0,7,0.0,2,1.0,0.0,111471.55,0
476,Germany,Male,30.0,3,134366.42,1,1.0,0.0,68343.53,0
727,Spain,Female,31.0,10,96997.09,2,0.0,0.0,76614.04,0
691,Germany,Male,27.0,3,160358.68,2,1.0,0.0,142367.72,0
537,Germany,Male,39.0,3,135309.36,1,1.0,0.0,31728.86,1
558,France,Male,35.0,1,0.0,2,0.0,0.0,111687.57,0
690,France,Male,47.0,2,0.0,2,1.0,0.0,151375.73,0
776,France,Male,37.0,2,0.0,1,0.0,1.0,8065.0,0
530,France,Male,37.0,8,0.0,2,1.0,1.0,287.99,0
718,France,Male,36.0,9,0.0,1,1.0,0.0,45909.87,0
711,Germany,Female,35.0,2,133607.75,1,1.0,1.0,120586.32,0
622,France,Female,38.0,4,98640.74,1,1.0,1.0,110457.99,0
548,France,Female,36.0,3,0.0,1,1.0,0.0,65996.9,0
666,Spain,Female,36.0,6,0.0,2,1.0,0.0,176692.87,0
660,Spain,Female,28.0,3,128929.88,1,1.0,1.0,198069.71,0
557,Germany,Female,38.0,2,129893.56,1,0.0,0.0,102076.03,0
575,Germany,Male,49.0,7,121205.15,4,1.0,1.0,168080.53,1
652,France,Male,48.0,4,59486.31,1,1.0,0.0,163944.18,1
602,France,Male,23.0,7,113758.48,2,0.0,0.0,84077.6,0
604,Spain,Female,39.0,7,98544.11,1,1.0,1.0,52327.57,0
633,Germany,Male,42.0,3,126041.02,1,0.0,1.0,11796.89,0
611,France,Female,61.0,3,131583.59,4,0.0,1.0,66238.23,1
659,France,Male,20.0,8,0.0,2,0.0,0.0,112572.02,0
711,France,Male,58.0,9,91285.13,2,1.0,1.0,26767.85,0
820,Spain,Male,34.0,10,97208.46,1,1.0,1.0,59553.34,0
559,Spain,Male,38.0,3,145874.35,1,1.0,0.0,56311.39,1
599,Germany,Male,33.0,2,51949.95,2,1.0,0.0,85045.92,0
601,Spain,Male,28.0,6,0.0,2,1.0,0.0,14665.28,0
644,Germany,Male,47.0,9,137774.11,2,1.0,0.0,151902.78,0
814,France,Female,48.0,7,0.0,2,1.0,1.0,132870.15,0
707,France,Female,36.0,6,0.0,1,0.0,0.0,98810.78,0
639,France,Male,38.0,3,0.0,1,1.0,0.0,42862.82,0
788,Germany,Female,42.0,6,138650.49,2,1.0,0.0,64746.07,0
635,Spain,Female,38.0,1,0.0,2,1.0,0.0,90605.05,0
515,France,Female,58.0,2,131852.81,1,1.0,0.0,81436.68,1
526,France,Male,30.0,9,0.0,2,0.0,0.0,100995.68,0
527,Spain,Male,33.0,9,132168.28,1,0.0,0.0,98734.15,0
736,Spain,Female,26.0,4,135889.13,1,1.0,1.0,165692.03,0
850,France,Male,33.0,10,0.0,1,1.0,0.0,4861.72,1
645,France,Male,31.0,7,161171.7,2,1.0,0.0,12599.94,1
521,France,Male,35.0,6,96423.84,1,1.0,0.0,10488.44,0
672,Spain,Female,56.0,2,209767.31,2,1.0,1.0,150694.42,1
521,France,Male,22.0,5,0.0,2,1.0,1.0,99828.45,0
591,Germany,Female,51.0,8,132508.3,1,1.0,1.0,161304.68,1
720,Spain,Male,64.0,3,45752.78,2,1.0,0.0,79623.28,1
666,Spain,Male,35.0,2,104832.49,1,1.0,0.0,175015.12,0
586,France,Female,38.0,6,0.0,2,1.0,1.0,37935.83,0
499,France,Female,21.0,3,176511.08,1,1.0,1.0,153920.22,0
613,Spain,Male,19.0,5,0.0,1,1.0,1.0,176903.35,0
686,France,Male,39.0,4,0.0,2,1.0,0.0,155023.93,0
542,Spain,Male,43.0,6,113567.94,1,1.0,0.0,89543.25,0
588,Spain,Male,32.0,3,109109.33,1,0.0,1.0,4993.94,0
487,France,Male,37.0,6,0.0,2,1.0,1.0,126477.41,0
749,France,Male,24.0,1,0.0,3,1.0,1.0,47911.03,0
610,France,Female,57.0,7,72092.95,4,0.0,1.0,113228.82,1
491,Spain,Female,61.0,8,0.0,2,0.0,1.0,139861.53,0
652,France,Female,36.0,6,112518.71,2,0.0,1.0,110421.31,0
755,Germany,Male,40.0,2,137430.82,2,0.0,0.0,176768.59,0
742,Germany,Male,35.0,5,136857.0,1,0.0,0.0,84509.57,0
640,Spain,Male,43.0,9,172478.15,1,1.0,0.0,191084.4,1
782,France,Female,70.0,7,97072.42,1,0.0,1.0,131177.22,0
516,France,Male,27.0,9,0.0,1,1.0,0.0,142680.64,1
605,France,Female,64.0,2,129555.7,1,1.0,1.0,13601.79,0
502,Germany,Female,42.0,0,132002.7,1,0.0,1.0,28204.98,1
694,Spain,Female,37.0,3,0.0,2,1.0,1.0,147012.22,0
660,France,Female,31.0,6,172325.67,1,0.0,1.0,45438.38,0
661,France,Male,41.0,5,0.0,1,0.0,1.0,88279.6,0
581,Germany,Male,40.0,0,101016.53,1,0.0,1.0,7926.35,1
537,Germany,Female,41.0,3,138306.34,1,1.0,0.0,106761.47,0
616,France,Female,31.0,8,0.0,1,0.0,1.0,76456.17,0
714,Germany,Male,26.0,3,119545.48,2,1.0,0.0,65482.94,0
696,Germany,Female,31.0,8,122021.92,2,1.0,0.0,33828.64,0
501,France,Female,39.0,9,117301.66,1,0.0,0.0,182025.95,0
689,France,Male,39.0,4,0.0,2,1.0,0.0,196112.45,0
774,France,Male,40.0,9,93017.47,2,1.0,0.0,191608.97,0
651,Spain,Female,45.0,10,135923.16,1,1.0,0.0,18732.84,0
849,France,Male,27.0,0,0.0,2,0.0,1.0,157891.86,0
649,Germany,Male,78.0,4,68345.86,2,1.0,1.0,142566.75,0
639,Spain,Female,39.0,1,141789.15,1,1.0,0.0,92455.96,0
738,Germany,Male,58.0,2,133745.44,4,1.0,0.0,28373.86,1
568,Spain,Male,27.0,5,126815.97,2,0.0,1.0,118648.12,0
724,France,Male,40.0,10,0.0,1,1.0,0.0,127847.25,1
835,France,Male,28.0,2,163569.61,2,1.0,1.0,154559.28,0
580,France,Female,39.0,9,128362.59,1,1.0,0.0,86044.98,0
587,France,Female,36.0,1,70784.27,1,1.0,0.0,30579.82,0
506,France,Female,57.0,6,0.0,2,0.0,1.0,194421.12,1
581,Germany,Male,50.0,2,143829.2,2,1.0,0.0,181224.24,1
489,Germany,Male,28.0,1,79460.98,2,1.0,1.0,167973.63,0
766,Germany,Male,37.0,2,99660.13,2,0.0,1.0,147700.78,0
582,France,Male,52.0,2,151457.88,1,0.0,1.0,40893.61,0
604,Spain,Male,27.0,9,101352.78,1,0.0,0.0,30252.3,0
644,France,Male,44.0,5,73348.56,1,1.0,0.0,157166.79,1
532,France,Male,43.0,9,0.0,2,0.0,0.0,190573.91,1
635,France,Female,40.0,10,123497.58,1,1.0,0.0,131953.23,1
598,Spain,Female,35.0,8,0.0,3,0.0,1.0,88658.73,0
564,France,Male,35.0,4,0.0,1,1.0,0.0,158937.55,0
541,Germany,Male,40.0,7,95710.11,2,1.0,0.0,49063.42,0
624,Spain,Female,36.0,10,0.0,2,0.0,1.0,186180.42,0
675,Germany,Female,29.0,8,121326.42,1,1.0,0.0,133457.52,0
765,France,Male,51.0,3,123372.3,1,1.0,1.0,115429.32,0
681,France,Female,37.0,7,69609.85,1,1.0,1.0,72127.83,0
687,Spain,Male,38.0,8,69434.4,2,1.0,1.0,66580.13,1
695,France,Male,29.0,5,0.0,2,1.0,1.0,6770.44,0
654,Spain,Female,54.0,5,0.0,2,0.0,1.0,47139.06,0
560,France,Female,66.0,9,0.0,1,1.0,1.0,15928.49,0
651,Germany,Female,24.0,7,40224.7,1,1.0,1.0,178341.33,0
714,France,Male,34.0,10,0.0,2,1.0,1.0,80234.14,0
705,Spain,Male,46.0,7,0.0,2,1.0,0.0,117273.35,0
547,Germany,Female,39.0,6,74596.15,3,1.0,1.0,85746.52,1
486,France,Male,63.0,9,97009.15,1,1.0,1.0,85101.0,0
599,Spain,Male,51.0,0,0.0,1,1.0,1.0,175235.99,0
681,Germany,Male,48.0,5,139714.4,2,0.0,0.0,73066.72,0
627,France,Male,37.0,2,125190.86,1,0.0,1.0,84584.69,0
822,France,Male,37.0,3,105563.0,1,1.0,0.0,182624.93,0
592,France,Male,36.0,1,126477.42,1,0.0,0.0,179718.17,0
524,France,Female,28.0,7,0.0,2,0.0,1.0,147100.72,0
688,France,Male,38.0,7,148045.68,1,1.0,0.0,175479.92,1
686,Germany,Male,29.0,3,185379.02,1,1.0,0.0,64679.07,0
589,France,Male,46.0,9,0.0,2,1.0,0.0,170676.67,0
777,France,Male,39.0,8,0.0,2,1.0,1.0,18613.52,0
628,Spain,Female,33.0,3,0.0,1,1.0,1.0,188193.25,0
554,France,Female,35.0,6,117707.18,2,0.0,0.0,95277.15,1
849,Germany,Male,41.0,10,84622.13,1,1.0,1.0,198072.16,0
721,Germany,Female,36.0,3,65253.07,2,1.0,0.0,28737.78,0
544,France,Male,48.0,10,78314.63,3,1.0,1.0,103713.93,1
654,France,Male,38.0,8,0.0,2,1.0,0.0,88659.44,0
