CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
765,Germany,Female,34.0,8,136729.51,2,0.0,0.0,47058.21,0
533,Spain,Female,52.0,7,0.0,1,0.0,1.0,194113.99,1
757,France,Male,38.0,0,0.0,1,1.0,0.0,83263.06,0
549,France,Female,25.0,5,0.0,2,0.0,0.0,190857.79,0
524,France,Male,22.0,9,0.0,2,1.0,0.0,74405.34,0
665,Germany,Female,37.0,3,111911.63,1,1.0,1.0,110359.68,1
709,Germany,Male,34.0,4,148375.19,2,1.0,1.0,21521.38,0
569,Spain,Male,41.0,2,0.0,2,1.0,0.0,134272.57,0
747,Germany,Male,38.0,2,129728.6,1,1.0,0.0,89289.54,0
556,France,Male,35.0,10,0.0,2,1.0,1.0,192751.18,0
551,France,Male,42.0,1,50194.59,1,1.0,1.0,23399.58,0
544,France,Male,23.0,1,96471.2,1,1.0,0.0,35550.97,0
608,France,Female,28.0,9,0.0,2,1.0,1.0,125062.02,0
807,Germany,Female,42.0,9,105356.09,2,1.0,1.0,130489.37,0
750,France,Male,22.0,5,0.0,2,0.0,1.0,105125.65,0
632,Germany,Male,41.0,8,127205.32,4,1.0,0.0,93874.87,1
621,France,Male,26.0,2,75237.54,1,0.0,1.0,44220.4,0
550,France,Male,37.0,3,0.0,1,1.0,1.0,179670.31,0
609,Germany,Male,31.0,9,103837.75,1,1.0,1.0,150218.11,0
564,Spain,Male,31.0,5,121461.87,1,1.0,1.0,20432.09,1
648,Germany,Female,28.0,8,90371.09,1,1.0,1.0,146851.73,0
591,France,Male,40.0,2,99886.42,2,1.0,1.0,88695.19,0
670,France,Male,37.0,4,170557.91,2,1.0,0.0,198252.88,0
514,Germany,Male,43.0,1,95556.31,1,0.0,1.0,199273.98,1
772,Germany,Male,26.0,7,152400.51,2,1.0,0.0,79414.0,0
549,Germany,Female,55.0,1,137592.31,2,0.0,1.0,116548.02,1
653,Germany,Male,31.0,9,143321.97,1,1.0,0.0,83679.46,0
788,Germany,Female,57.0,8,93716.72,1,1.0,1.0,180150.49,1
808,Spain,Female,67.0,10,124577.15,1,0.0,1.0,169894.4,0
636,Spain,Male,52.0,4,111284.53,1,0.0,1.0,32936.44,1
590,Spain,Female,51.0,10,84474.62,2,1.0,1.0,190937.09,0
494,Spain,Male,38.0,7,0.0,2,1.0,1.0,6203.66,0
711,France,Female,29.0,3,130181.47,2,1.0,0.0,31811.44,0
829,Germany,Female,27.0,9,112045.67,1,1.0,1.0,119708.21,1
701,Spain,Female,33.0,7,123870.07,1,1.0,0.0,97794.71,0
646,France,Female,73.0,6,97259.25,1,0.0,1.0,104719.66,0
608,Germany,Male,44.0,7,114203.47,1,1.0,1.0,77830.36,1
577,France,Male,41.0,6,0.0,1,1.0,1.0,167621.18,0
651,Spain,Male,42.0,2,143145.87,2,1.0,0.0,43612.06,0
563,France,Male,30.0,7,90727.79,1,1.0,0.0,122268.75,0
850,Germany,Male,38.0,7,101985.81,2,0.0,0.0,43801.27,0
706,Germany,Female,48.0,10,104478.12,3,0.0,1.0,158248.71,1
557,France,Female,32.0,3,123502.53,1,1.0,1.0,69826.8,0
756,France,Male,34.0,1,103133.26,1,1.0,1.0,90059.04,0
531,France,Female,42.0,2,0.0,2,0.0,1.0,90537.47,0
527,Germany,Male,58.0,3,137318.42,1,1.0,1.0,126144.96,0
651,Spain,Male,38.0,2,0.0,3,1.0,0.0,67029.82,1
549,France,Male,37.0,2,112541.54,2,0.0,0.0,47432.43,0
850,Spain,Female,45.0,2,122311.21,1,1.0,1.0,19482.5,0
575,Spain,Female,37.0,0,0.0,2,0.0,0.0,30114.32,0
630,Spain,Male,30.0,3,0.0,2,0.0,1.0,10486.69,0
618,France,Male,48.0,7,0.0,1,1.0,0.0,13921.82,1
607,Spain,Female,36.0,4,98266.3,1,1.0,1.0,46416.36,0
834,Spain,Male,38.0,8,0.0,2,1.0,1.0,66485.26,0
782,France,Female,33.0,2,94493.03,1,0.0,1.0,101866.39,0
571,France,Female,53.0,2,0.0,2,1.0,0.0,28045.77,0
750,Spain,Female,37.0,2,113817.06,1,0.0,0.0,88333.74,0
554,France,Female,38.0,3,138731.95,1,1.0,1.0,194138.36,0
588,France,Female,21.0,8,0.0,2,1.0,1.0,110114.19,0
648,Spain,Female,27.0,7,0.0,2,1.0,1.0,163060.43,0
630,Spain,Male,41.0,7,107511.52,1,0.0,1.0,46156.87,0
487,France,Male,53.0,4,199689.49,1,1.0,1.0,24207.86,1
628,Germany,Female,36.0,3,91286.51,1,1.0,0.0,63085.94,0
506,Germany,Male,28.0,8,53053.76,1,0.0,1.0,24577.34,0
698,Germany,Female,40.0,8,150777.1,1,1.0,0.0,114732.62,0
601,France,Male,32.0,8,93012.89,1,1.0,0.0,86957.42,0
775,Germany,Male,32.0,8,121669.23,1,0.0,1.0,125898.39,0
588,France,Female,35.0,0,0.0,2,1.0,1.0,155485.24,0
633,France,Male,43.0,5,0.0,2,1.0,1.0,48249.88,0
613,France,Male,40.0,4,0.0,1,0.0,0.0,151325.24,0
628,Germany,Female,61.0,1,97361.66,1,1.0,1.0,149922.38,1
751,Germany,Male,54.0,9,156367.6,2,0.0,1.0,116179.92,0
719,Spain,Male,40.0,4,128389.12,1,1.0,1.0,176091.31,0
633,France,Female,34.0,3,123034.43,2,1.0,1.0,38315.04,0
452,France,Male,30.0,7,112935.87,1,1.0,1.0,99017.34,0
576,France,Male,32.0,7,0.0,2,1.0,0.0,4660.91,0
664,France,Female,31.0,9,114519.57,2,0.0,1.0,79222.02,0
722,Spain,Female,50.0,4,132088.59,1,1.0,1.0,128262.14,0
667,Germany,Male,55.0,9,154393.43,1,1.0,1.0,137674.96,1
618,France,Female,49.0,9,44301.43,3,1.0,1.0,89729.3,1
675,Germany,Male,36.0,7,89409.95,1,1.0,1.0,149399.7,0
604,Spain,Male,43.0,2,145081.72,1,1.0,1.0,23881.62,0
803,Spain,Male,43.0,3,0.0,1,1.0,0.0,72051.44,0
849,France,Male,69.0,7,71996.09,1,1.0,1.0,139065.94,0
648,Spain,Male,35.0,7,0.0,2,1.0,1.0,78436.36,0
742,Germany,Female,43.0,6,97067.69,1,0.0,1.0,60920.03,1
762,Spain,Female,26.0,7,123709.46,2,1.0,1.0,169654.57,0
652,France,Female,40.0,8,84390.8,2,0.0,1.0,107876.2,0
430,Germany,Female,66.0,6,135392.31,2,1.0,1.0,172852.06,1
727,Germany,Male,58.0,5,106913.43,1,1.0,0.0,25881.0,1
606,Spain,Male,38.0,7,128578.52,1,1.0,1.0,193878.51,0
761,Spain,Male,37.0,7,132730.17,1,1.0,0.0,199293.01,0
503,France,Male,32.0,4,0.0,2,1.0,1.0,153036.97,0
744,Spain,Male,30.0,1,128065.12,1,1.0,0.0,121525.48,0
702,France,Male,40.0,3,148556.74,1,0.0,1.0,146056.29,0
707,Spain,Female,32.0,4,132835.56,1,0.0,0.0,136877.24,0
811,Germany,Female,28.0,4,167738.82,2,1.0,1.0,9903.42,0
683,Germany,Male,35.0,5,144961.97,1,0.0,1.0,26796.73,0
664,France,Female,38.0,4,74306.19,2,1.0,0.0,154395.56,0
500,Spain,Female,50.0,5,0.0,4,1.0,1.0,83866.35,1
806,France,Male,48.0,4,164701.68,1,1.0,1.0,21439.49,0
684,Germany,Female,56.0,3,127585.98,3,1.0,1.0,80593.49,1
850,Spain,Female,45.0,5,174088.3,4,1.0,0.0,5669.31,1
697,France,Female,45.0,1,0.0,2,1.0,0.0,46807.62,1
476,France,Female,32.0,6,111871.93,1,0.0,0.0,112132.86,0
486,Spain,Male,27.0,7,0.0,2,1.0,0.0,28823.04,0
817,France,Female,55.0,10,117561.49,1,1.0,0.0,95941.55,1
765,Germany,Male,36.0,8,92310.54,2,1.0,1.0,72924.56,0
585,France,Female,33.0,4,152805.05,1,1.0,0.0,63239.65,0
736,France,Female,36.0,6,0.0,1,1.0,0.0,70496.66,0
511,Spain,Female,29.0,9,0.0,2,0.0,1.0,140676.98,0
503,Spain,Male,37.0,6,0.0,2,0.0,0.0,136506.86,0
850,France,Female,37.0,3,212778.2,1,0.0,1.0,69372.88,0
684,France,Male,38.0,4,0.0,3,1.0,0.0,75609.84,0
609,France,Male,37.0,1,39344.83,1,1.0,1.0,178291.89,1
580,France,Male,34.0,6,0.0,2,1.0,1.0,160095.31,0
850,Spain,Female,32.0,9,0.0,2,1.0,1.0,18924.92,0
850,France,Male,63.0,8,169832.57,1,0.0,0.0,184107.26,1
692,France,Female,36.0,4,0.0,1,1.0,0.0,185580.89,1
518,Germany,Female,41.0,5,110624.99,1,1.0,0.0,89327.67,0
705,Spain,Female,46.0,5,89364.91,1,0.0,1.0,139162.15,0
538,France,Female,62.0,3,75051.49,1,0.0,0.0,17682.02,1
732,Germany,Male,50.0,6,145338.76,1,0.0,0.0,91936.1,1
651,France,Male,45.0,2,165901.59,2,1.0,0.0,23054.51,1
609,France,Female,53.0,6,0.0,2,1.0,1.0,124218.27,0
799,France,Male,70.0,8,70416.75,1,1.0,1.0,36483.52,0
539,Spain,Female,39.0,6,62052.28,1,0.0,1.0,59755.14,0
641,France,Male,65.0,6,38340.02,1,1.0,0.0,32607.77,1
594,France,Female,56.0,7,0.0,1,1.0,0.0,26215.85,1
669,France,Male,25.0,1,157848.53,1,0.0,0.0,37543.93,1
530,France,Female,48.0,0,0.0,1,1.0,0.0,85081.09,0
713,Spain,Male,42.0,0,109121.71,1,0.0,1.0,167873.49,0
682,Germany,Female,43.0,7,111094.05,2,1.0,1.0,64679.3,0
712,France,Male,34.0,8,114088.32,1,1.0,0.0,92794.61,0
576,Spain,Male,52.0,2,100549.43,2,1.0,1.0,16644.16,0
655,France,Female,45.0,0,0.0,2,1.0,0.0,166830.71,0
584,France,Male,38.0,9,104584.16,1,1.0,0.0,176678.72,0
587,France,Male,33.0,5,100116.82,1,1.0,0.0,34215.58,0
650,France,Female,43.0,6,0.0,2,1.0,1.0,16301.91,0
629,Spain,Male,32.0,3,0.0,2,1.0,1.0,15404.64,0
543,France,Male,43.0,9,0.0,2,1.0,1.0,78858.07,0
784,France,Male,38.0,5,136712.91,1,0.0,1.0,169920.92,0
543,France,Female,67.0,0,128843.67,1,1.0,1.0,134612.48,0
597,Germany,Male,52.0,8,83693.34,2,1.0,1.0,161083.53,0
565,Germany,Female,32.0,4,90322.99,2,0.0,1.0,118740.37,0
684,Germany,Female,48.0,10,126384.42,1,1.0,1.0,198129.36,0
850,France,Female,29.0,10,0.0,2,1.0,1.0,199775.67,0
754,Germany,Female,48.0,7,141819.02,1,1.0,0.0,93550.53,1
486,Germany,Female,40.0,9,71340.09,1,1.0,0.0,76192.21,0
543,Germany,Male,37.0,8,140894.06,2,1.0,1.0,118059.19,0
741,Spain,Male,35.0,6,74371.49,1,0.0,0.0,99595.67,0
842,France,Male,44.0,3,141252.18,4,0.0,1.0,128521.16,1
589,Germany,Male,55.0,7,119961.48,1,1.0,0.0,65156.83,1
734,France,Male,30.0,3,0.0,2,1.0,0.0,107640.25,0
800,France,Female,40.0,3,75893.11,2,1.0,0.0,132562.23,0
601,France,Male,46.0,2,99786.07,1,1.0,1.0,32683.88,1
694,France,Male,37.0,10,143835.47,1,0.0,1.0,33326.71,0
543,Germany,Male,48.0,1,100900.5,1,0.0,0.0,33310.72,1
576,France,Female,50.0,8,0.0,2,1.0,1.0,57802.62,0
592,Germany,Female,34.0,6,102143.93,2,1.0,1.0,102628.98,0
540,Germany,Male,35.0,7,127801.88,1,0.0,1.0,84239.46,0
660,France,Female,20.0,6,167685.56,1,1.0,0.0,57929.9,0
683,Spain,Male,35.0,9,61172.04,1,0.0,0.0,82951.12,0
718,Spain,Male,45.0,3,105266.32,2,1.0,1.0,193724.51,0
778,France,Female,34.0,7,109564.1,1,0.0,1.0,113046.81,0
737,Germany,Male,50.0,4,127552.85,2,1.0,0.0,4225.11,0
850,France,Male,66.0,4,0.0,2,0.0,1.0,64350.8,0
693,Germany,Male,40.0,0,120711.73,1,0.0,0.0,27345.18,1
497,Spain,Male,27.0,7,149400.27,1,0.0,0.0,167522.19,0
500,Spain,Female,47.0,8,128486.11,1,1.0,0.0,179227.12,0
818,France,Male,36.0,4,0.0,2,1.0,1.0,8037.03,0
665,France,Male,51.0,2,0.0,1,0.0,0.0,53353.36,0
608,Germany,Female,30.0,2,91057.37,2,1.0,0.0,132973.17,0
726,France,Male,28.0,2,0.0,1,0.0,0.0,98060.51,0
585,France,Male,55.0,10,106415.57,3,1.0,1.0,122960.98,1
850,France,Male,33.0,0,124781.67,1,0.0,1.0,33700.52,0
472,Spain,Male,40.0,4,0.0,1,1.0,0.0,70154.22,0
739,France,Male,41.0,5,0.0,2,0.0,0.0,143882.25,0
469,Spain,Male,35.0,5,0.0,2,1.0,0.0,186490.37,0
636,France,Male,36.0,5,117559.05,2,1.0,1.0,111573.3,0
724,France,Female,40.0,6,110054.45,1,1.0,1.0,86950.72,0
785,France,Female,34.0,9,70302.48,1,1.0,1.0,68600.36,0
631,France,Male,33.0,7,0.0,1,1.0,1.0,58043.02,1
559,France,Female,46.0,5,0.0,1,1.0,0.0,21006.1,1
432,France,Male,42.0,9,152603.45,1,1.0,0.0,110265.24,1
622,France,Male,40.0,4,99799.76,2,1.0,0.0,197372.13,0
823,France,Male,71.0,5,149105.08,1,0.0,1.0,162683.06,0
596,France,Male,36.0,2,0.0,2,1.0,1.0,12067.39,0
616,Spain,Female,36.0,6,0.0,1,1.0,1.0,12916.32,1
502,France,Male,33.0,8,0.0,2,1.0,1.0,123509.01,0
543,Germany,Male,41.0,6,143350.41,1,1.0,1.0,192070.16,1
747,France,Female,21.0,4,81025.6,2,1.0,0.0,167682.57,0
567,Spain,Male,34.0,10,0.0,2,0.0,1.0,161571.79,0
708,France,Male,34.0,3,0.0,1,0.0,1.0,121457.88,1
445,Spain,Male,62.0,1,64119.38,1,1.0,1.0,76569.64,1
583,France,Female,44.0,8,0.0,2,1.0,1.0,27431.62,0
738,Spain,Male,38.0,5,177997.07,1,0.0,1.0,19233.41,0
556,Germany,Male,37.0,9,145018.64,2,1.0,0.0,90928.02,1
850,Germany,Female,66.0,0,127120.62,1,0.0,1.0,118929.64,1
642,Germany,Male,22.0,10,111812.52,2,1.0,1.0,183045.46,0
698,France,Male,31.0,1,156111.24,1,0.0,0.0,134790.74,0
731,Germany,Female,49.0,4,88826.07,1,1.0,1.0,33759.41,1
667,France,Male,28.0,6,165798.1,1,1.0,0.0,147090.9,0
618,France,Male,30.0,3,133844.22,1,1.0,1.0,31406.93,0
636,Germany,Female,37.0,9,157098.52,1,1.0,1.0,153535.27,0
612,France,Female,63.0,2,126473.33,1,0.0,1.0,147545.65,0
680,Germany,Female,48.0,8,115115.38,1,1.0,0.0,139558.6,1
694,Spain,Male,38.0,7,121527.4,1,1.0,0.0,113481.02,0
648,France,Male,38.0,10,82697.28,1,1.0,0.0,74846.67,0
685,Germany,Female,21.0,6,97956.5,1,1.0,1.0,164966.27,0
614,France,Female,43.0,6,0.0,2,1.0,1.0,109041.53,0
644,France,Male,33.0,9,141234.98,1,1.0,0.0,95673.05,0
781,France,Female,27.0,7,186558.55,1,1.0,1.0,175071.29,1
542,Spain,Male,54.0,8,105770.14,1,0.0,1.0,140929.98,1
573,France,Male,26.0,8,86270.93,2,1.0,1.0,90177.3,0
659,France,Male,43.0,1,106086.42,2,1.0,0.0,26900.63,0
757,France,Female,44.0,4,123322.15,1,1.0,0.0,137136.29,0
577,France,Male,42.0,9,0.0,1,1.0,0.0,74077.91,0
753,France,Male,35.0,4,0.0,2,1.0,1.0,106303.4,0
656,France,Female,45.0,7,145933.27,1,1.0,1.0,199392.14,0
614,Spain,Male,35.0,2,127283.78,1,1.0,1.0,31302.35,0
604,France,Female,32.0,7,127849.38,1,1.0,0.0,15798.7,0
625,France,Male,41.0,6,97663.16,2,1.0,0.0,57128.78,0
574,France,Female,34.0,7,152992.91,1,1.0,1.0,134691.2,0
701,Germany,Male,41.0,9,164046.1,1,1.0,0.0,49405.93,0
701,France,Male,37.0,1,0.0,2,1.0,0.0,163457.55,0
667,France,Male,36.0,9,0.0,2,1.0,1.0,40062.29,0
727,Spain,Male,71.0,8,0.0,1,1.0,1.0,198446.91,1
850,France,Female,28.0,9,0.0,2,1.0,0.0,185821.41,0
687,Spain,Female,36.0,5,0.0,1,1.0,0.0,17696.22,0
630,France,Male,55.0,2,0.0,1,1.0,1.0,106202.07,1
754,Germany,Male,65.0,1,136186.44,1,1.0,1.0,121529.59,1
429,France,Male,60.0,7,0.0,2,1.0,1.0,163691.48,0
716,France,Female,44.0,6,155114.9,1,0.0,0.0,133871.83,0
664,Spain,Male,44.0,7,77526.66,3,0.0,0.0,57338.56,1
619,France,Male,29.0,5,0.0,2,1.0,0.0,194310.1,0
644,France,Male,31.0,5,0.0,2,1.0,1.0,41872.17,0
550,Germany,Male,38.0,2,103391.38,1,0.0,1.0,90878.13,0
701,Spain,Male,28.0,1,103421.32,1,0.0,1.0,76304.73,0
514,France,Male,32.0,8,0.0,2,1.0,0.0,95857.18,0
658,France,Female,35.0,5,126397.66,1,0.0,0.0,156361.58,1
523,France,Male,61.0,8,66250.71,1,1.0,1.0,21859.06,0
766,Germany,Female,28.0,3,62717.84,2,1.0,1.0,13182.43,0
476,Germany,Female,34.0,8,111905.43,1,0.0,1.0,197221.81,1
634,France,Male,45.0,9,0.0,2,0.0,0.0,17622.82,0
606,Spain,Male,37.0,8,154712.58,2,1.0,0.0,89099.18,0
615,France,Male,32.0,1,0.0,2,0.0,0.0,2139.25,0
666,France,Male,39.0,10,0.0,2,1.0,0.0,102999.33,0
559,Spain,Male,24.0,3,114739.92,1,1.0,0.0,85891.02,1
652,Spain,Male,28.0,8,156823.7,2,1.0,0.0,198251.52,0
628,Germany,Male,33.0,8,152143.89,1,1.0,1.0,32174.03,0
749,France,Male,30.0,1,0.0,2,0.0,1.0,126551.65,0
692,Germany,Male,24.0,2,120596.93,1,0.0,1.0,180490.53,0
677,Spain,Female,25.0,8,130866.19,1,1.0,0.0,42410.21,0
590,Spain,Female,44.0,3,139432.37,1,1.0,0.0,62222.81,0
513,France,Male,35.0,8,0.0,1,1.0,0.0,76640.29,1
590,Spain,Male,22.0,7,125265.61,1,1.0,1.0,161253.08,0
763,France,Male,67.0,1,149436.73,2,0.0,1.0,106282.74,0
678,France,Male,28.0,2,109137.12,1,1.0,1.0,58814.41,0
598,Germany,Male,20.0,8,180293.84,2,1.0,1.0,29552.7,0
691,France,Female,31.0,5,40915.55,1,1.0,0.0,126213.84,1
554,France,Female,39.0,10,0.0,2,1.0,1.0,18391.93,0
750,France,Male,36.0,7,136492.92,3,1.0,1.0,26500.29,1
716,Germany,Female,18.0,3,128743.8,1,0.0,0.0,197322.13,0
524,France,Male,52.0,2,87894.26,1,1.0,0.0,173899.42,1
632,France,Female,28.0,5,118890.81,1,0.0,1.0,145157.97,0
525,France,Male,35.0,7,165358.77,1,0.0,1.0,94738.54,0
609,France,Female,35.0,2,147900.43,1,1.0,0.0,140000.29,0
507,France,Female,35.0,2,0.0,2,1.0,0.0,97633.93,0
599,Spain,Male,33.0,4,51690.89,1,1.0,0.0,111622.76,1
640,France,Female,42.0,5,176099.13,1,1.0,1.0,8404.73,0
618,Spain,Male,33.0,4,0.0,2,1.0,1.0,77550.18,0
508,France,Female,60.0,7,143262.04,1,1.0,1.0,129562.74,0
648,Germany,Male,37.0,6,131753.41,1,1.0,0.0,86894.67,0
527,France,Male,31.0,4,0.0,1,1.0,0.0,169361.89,0
551,France,Male,52.0,1,0.0,1,0.0,0.0,63584.55,1
654,France,Male,36.0,2,112262.84,1,1.0,0.0,12873.39,0
671,Germany,Male,36.0,2,116695.27,1,0.0,0.0,193201.86,0
758,Germany,Male,33.0,0,129142.54,2,1.0,1.0,26606.28,0
742,France,Male,39.0,8,140004.96,1,1.0,1.0,92985.78,0
530,France,Female,34.0,8,0.0,2,0.0,1.0,141872.52,0
613,Germany,Female,51.0,7,147262.11,1,1.0,1.0,53630.9,1
552,Spain,Male,45.0,9,0.0,2,1.0,0.0,26752.56,0
626,France,Female,52.0,0,0.0,2,1.0,0.0,32159.46,1
602,Germany,Female,53.0,5,98268.84,1,0.0,1.0,45038.29,1
631,Spain,Male,46.0,9,160736.63,1,0.0,1.0,93503.02,0
751,Spain,Female,37.0,3,99773.85,2,1.0,0.0,54865.92,0
629,Germany,Female,37.0,1,35549.81,2,0.0,0.0,49676.33,0
717,Germany,Female,33.0,0,115777.23,1,1.0,1.0,81508.1,0
681,France,Male,47.0,9,97023.21,1,1.0,1.0,2168.13,0
698,France,Male,36.0,6,0.0,2,0.0,1.0,19231.98,0
554,Spain,Female,27.0,4,0.0,2,1.0,1.0,135083.73,0
625,France,Female,58.0,10,53772.73,1,1.0,1.0,192072.1,1
590,Spain,Female,51.0,3,154962.99,3,0.0,1.0,191932.27,1
639,France,Female,35.0,1,103015.12,2,1.0,1.0,139094.12,0
776,Spain,Male,30.0,6,0.0,2,0.0,1.0,63908.86,0
695,Spain,Female,35.0,7,79858.13,2,1.0,1.0,127977.66,0
642,France,Male,62.0,7,0.0,2,1.0,1.0,61120.75,0
669,France,Female,33.0,9,0.0,2,0.0,1.0,107221.03,0
658,France,Female,43.0,7,140260.36,2,1.0,0.0,2748.72,0
744,France,Female,39.0,6,0.0,1,0.0,0.0,10662.58,0
593,Germany,Female,41.0,4,119703.1,2,1.0,1.0,109783.29,0
748,France,Female,34.0,8,0.0,2,1.0,0.0,53584.03,0
502,Germany,Female,40.0,7,117304.29,1,0.0,0.0,196278.32,0
596,France,Female,33.0,1,138162.81,1,1.0,0.0,85412.54,0
777,France,Female,30.0,4,137851.31,1,1.0,0.0,5008.23,1
598,Germany,Male,38.0,1,101487.18,1,1.0,1.0,75959.1,1
645,Spain,Male,49.0,8,0.0,2,1.0,0.0,162012.6,0
765,France,Male,42.0,4,123311.39,2,1.0,1.0,82868.34,0
703,France,Male,56.0,9,0.0,1,0.0,0.0,85547.33,1
728,Germany,Male,45.0,3,108924.33,2,1.0,0.0,84300.4,1
638,Germany,Male,50.0,1,102645.48,1,1.0,0.0,168359.98,1
687,France,Male,35.0,9,0.0,2,0.0,1.0,73133.82,0
655,Germany,Female,44.0,6,146498.76,1,1.0,0.0,64853.51,1
661,France,Female,31.0,3,136067.82,2,1.0,0.0,65567.91,0
727,France,Female,31.0,2,52192.08,2,0.0,1.0,160383.47,0
661,France,Female,27.0,3,0.0,2,1.0,1.0,76889.79,0
663,Spain,Male,27.0,8,0.0,1,1.0,1.0,188007.99,0
532,Germany,Male,52.0,9,137755.76,1,1.0,0.0,163191.99,1
667,France,Female,38.0,6,144432.04,1,1.0,1.0,73963.17,1
842,Spain,Female,44.0,2,112652.08,2,1.0,0.0,126644.98,0
609,Spain,Female,43.0,6,86053.52,2,1.0,1.0,113276.46,1
710,Spain,Female,36.0,8,0.0,2,0.0,0.0,83206.19,0
812,France,Male,24.0,10,0.0,2,1.0,1.0,156906.15,0
579,France,Male,39.0,5,0.0,2,0.0,1.0,39891.84,0
556,Spain,Male,46.0,3,131764.96,1,1.0,1.0,108500.66,1
677,Germany,Female,26.0,3,102395.79,1,1.0,0.0,119368.99,0
680,France,Male,34.0,9,0.0,2,1.0,1.0,95686.6,0
562,France,Male,38.0,5,0.0,1,1.0,0.0,115700.2,0
671,Germany,Female,34.0,6,37266.67,2,0.0,0.0,156917.12,0
661,France,Female,41.0,1,0.0,2,0.0,1.0,131300.68,0
850,Germany,Male,37.0,9,122506.38,1,0.0,1.0,199693.84,1
850,France,Male,68.0,5,169445.4,1,1.0,1.0,186335.07,0
598,Spain,Male,34.0,0,104488.17,1,0.0,1.0,43249.67,0
683,Germany,Female,35.0,5,95698.79,1,0.0,1.0,182566.76,0
638,Spain,Male,35.0,1,0.0,2,1.0,0.0,165370.66,0
758,Germany,Female,23.0,5,122739.1,1,1.0,0.0,102460.84,1
652,France,Female,48.0,8,133297.24,1,1.0,0.0,77764.37,0
658,Germany,Female,31.0,3,133003.03,1,0.0,1.0,146339.27,1
608,Germany,Male,42.0,8,131390.75,2,1.0,0.0,71178.09,0
700,France,Female,32.0,3,0.0,1,0.0,0.0,95740.37,0
566,Spain,Male,63.0,2,120787.18,2,1.0,1.0,52198.84,0
608,France,Female,41.0,5,0.0,2,1.0,1.0,72462.25,0
532,France,Male,36.0,4,0.0,2,1.0,1.0,132798.78,0
809,Spain,Male,80.0,8,0.0,2,0.0,1.0,34164.05,0
631,Germany,Male,48.0,1,106396.48,1,1.0,1.0,150661.42,1
673,Spain,Female,32.0,0,0.0,1,1.0,1.0,72873.33,0
706,Germany,Male,31.0,1,117020.08,2,1.0,0.0,54439.53,0
778,France,Male,38.0,3,145018.49,2,1.0,1.0,126702.41,0
603,France,Male,31.0,4,0.0,2,0.0,1.0,9607.1,0
660,France,Male,40.0,5,131754.11,2,1.0,1.0,38761.61,0
757,Spain,Male,30.0,3,145396.49,1,0.0,1.0,198341.15,0
850,Germany,Male,32.0,3,137714.25,1,0.0,1.0,159403.68,0
563,Spain,Female,46.0,8,106171.68,1,1.0,0.0,163145.5,1
439,France,Male,36.0,2,165536.28,2,1.0,1.0,123956.83,0
714,France,Female,72.0,3,0.0,1,1.0,1.0,86733.61,0
601,Spain,Female,42.0,4,96763.89,1,1.0,1.0,199242.65,0
804,Spain,Male,33.0,7,76548.6,1,0.0,1.0,98453.45,0
850,France,Male,20.0,7,0.0,2,1.0,0.0,31288.77,0
599,France,Male,44.0,10,118577.24,1,1.0,1.0,31448.52,0
602,Spain,Male,33.0,5,0.0,2,0.0,1.0,64038.34,0
769,Germany,Female,45.0,5,126674.81,1,1.0,0.0,124118.71,1
591,France,Female,39.0,4,150500.64,1,1.0,0.0,14928.8,0
481,France,Male,37.0,8,152303.66,2,1.0,1.0,175082.2,0
634,Germany,Male,24.0,8,103097.85,1,1.0,1.0,157577.29,0
692,Spain,Female,49.0,9,0.0,2,1.0,0.0,178342.63,0
669,Spain,Male,29.0,9,0.0,1,1.0,1.0,93901.61,0
658,France,Male,39.0,7,0.0,2,1.0,0.0,48378.4,0
624,France,Female,32.0,2,79368.87,2,1.0,1.0,145471.94,0
700,France,Female,32.0,8,110923.15,2,1.0,1.0,161845.81,1
780,France,Female,37.0,3,0.0,2,0.0,0.0,182156.81,1
519,France,Female,21.0,1,146329.57,2,1.0,1.0,194867.27,0
621,Spain,Male,33.0,4,0.0,2,1.0,1.0,40299.23,0
659,Germany,Male,34.0,9,134464.58,2,1.0,0.0,178833.34,0
680,France,Male,37.0,4,0.0,2,1.0,0.0,61240.87,0
458,Germany,Female,28.0,2,171932.26,2,1.0,1.0,9578.24,0
580,France,Female,35.0,8,0.0,2,0.0,1.0,10357.03,0
731,Spain,Male,41.0,4,0.0,2,1.0,0.0,22299.27,0
681,Germany,Male,38.0,6,181804.34,2,1.0,1.0,57517.71,0
699,France,Male,37.0,10,0.0,2,0.0,0.0,83263.04,0
593,France,Female,41.0,6,0.0,1,1.0,0.0,65170.66,0
702,France,Male,45.0,9,74989.58,1,1.0,1.0,171014.69,0
773,Spain,Male,51.0,4,0.0,2,0.0,0.0,123587.83,1
654,Germany,Male,37.0,2,145610.07,2,0.0,0.0,186300.59,0
501,Germany,Male,27.0,4,95331.83,2,1.0,0.0,132104.76,0
597,Germany,Female,72.0,6,124978.19,2,1.0,1.0,7144.46,0
774,France,Female,35.0,3,121418.62,1,1.0,1.0,24400.37,0
601,Germany,Female,33.0,7,114430.18,2,1.0,1.0,153012.13,0
668,France,Female,46.0,2,0.0,3,1.0,0.0,89048.46,1
718,France,Female,49.0,10,0.0,1,1.0,0.0,184474.72,1
